timestamp,stage,gain,samplingRate,clockRate,exposureTime,SR_mean,SR_std,WFE,Return
2026-03-17T10:04:16.470002,gain_scan,0.1,1000,1000,1,0.24662129387792833,0.05263372927358122,163.13100605587894,-23.0688306939808
2026-03-17T10:08:58.954723,gain_scan,0.2,1000,1000,1,0.47869958054653866,0.03116649561676496,113.41685124938638,92.86815763137146
2026-03-17T10:13:47.116713,gain_scan,0.30000000000000004,1000,1000,1,0.5909038091409312,0.022363771102068594,95.21549966059375,148.9969054686953
2026-03-17T10:18:32.345905,gain_scan,0.4,1000,1000,1,0.6467182827059453,0.026166801112659215,87.21035552994466,176.94352100168803
2026-03-17T10:23:23.085950,gain_scan,0.5,1000,1000,1,0.6747228880349108,0.0321261055023072,83.86695396531758,191.0081285661335
2026-03-17T10:28:14.960260,gain_scan,0.6,1000,1000,1,0.6864909694154069,0.03847688406937795,83.09981241869345,189.52600457272092
2026-03-17T10:33:12.377579,gain_scan,0.7000000000000001,1000,1000,1,0.6785611243435483,0.056976257215309856,85.41153548566378,175.59905156740942
2026-03-17T10:38:07.182588,gain_scan,0.8,1000,1000,1,0.534589663948216,0.14658019863581462,109.2569113235821,93.92935534943157
2026-03-17T10:43:02.899048,gain_scan,0.9,1000,1000,1,0.16111865913652748,0.2048001062746757,1427.0451766014583,-129.1223613968715
2026-03-17T10:48:22.558919,gain_scan,1.0,1000,1000,1,0.05129976227692259,0.05472870104096605,1607.748620627454,-184.8924024688656
2026-03-17T10:54:39.519914,samplingRate_scan,0.5,200,1000,1,0.06516751738347869,0.02314250186554004,227.64958037020185,-30.060733769155778
2026-03-17T11:00:19.962879,samplingRate_scan,0.5,400,1000,1,0.3216815835829137,0.04231042978571345,144.58663703597136,102.93318651536646
2026-03-17T11:05:58.851393,samplingRate_scan,0.5,600,1000,1,0.5039819246495484,0.04024127337850607,115.22367956706707,178.5197841603214
2026-03-17T11:12:01.634893,samplingRate_scan,0.5,800,1000,1,0.611290777531386,0.03539705582703461,94.31623374216016,196.81954611577595
2026-03-17T11:19:45.462893,samplingRate_scan,0.5,1000,1000,1,0.6747979326332918,0.03224720118209991,83.84629657311812,191.045028084879
2026-03-17T11:27:54.336966,samplingRate_scan,0.5,1200,1000,1,0.7101700344592234,0.03353220837255239,78.51168418783573,163.8771010418072
2026-03-17T11:35:40.718208,samplingRate_scan,0.5,1400,1000,1,0.7335534004668807,0.03290000943881406,74.85094601913268,130.86992135870847
2026-03-17T11:42:40.732699,samplingRate_scan,0.5,1600,1000,1,0.7484390334950363,0.03406519725342623,72.27194443736468,93.69510536933376
2026-03-17T11:50:20.544821,samplingRate_scan,0.5,1800,1000,1,0.7582839473713039,0.03317768717670738,70.79170289929215,54.00964567190676
2026-03-17T11:57:54.879799,samplingRate_scan,0.5,2000,1000,1,0.7669089553441959,0.03298088739691366,69.38155143851652,13.548155405845575
2026-03-17T12:03:56.140670,clockRate_scan,0.5,800,200,1,0.611709371306019,0.03520136810642341,94.25413067852654,147.06847112303268
2026-03-17T12:11:43.622610,clockRate_scan,0.5,800,400,1,0.6117961706604247,0.03524555227829612,94.25241670560186,209.6111095020531
2026-03-17T12:19:56.745979,clockRate_scan,0.5,800,600,1,0.6119544853000112,0.035103118160441045,94.19032566507778,213.8507844973375
2026-03-17T12:28:08.026631,clockRate_scan,0.5,800,800,1,0.611446290106432,0.03547766704962936,94.28897558429942,203.1822552466844
2026-03-17T12:36:35.395543,clockRate_scan,0.5,800,1000,1,0.6113605424940818,0.035304713139874454,94.32814491008274,196.87689995335458
2026-03-17T12:44:28.917109,clockRate_scan,0.5,800,1200,1,0.6119144577284403,0.03485077790169423,94.24086599417691,192.99228101328058
2026-03-17T12:52:08.674290,clockRate_scan,0.5,800,1400,1,0.611374593536174,0.03541539911145068,94.29593215280259,189.74600041240782
2026-03-17T12:59:11.318197,clockRate_scan,0.5,800,1600,1,0.6117969357017607,0.03551417196013714,94.29359866704112,187.7226420895766
2026-03-17T13:06:34.846672,clockRate_scan,0.5,800,1800,1,0.6116342226285715,0.035106121238651776,94.24294945168984,185.9180202462545
2026-03-17T13:14:19.235139,clockRate_scan,0.5,800,2000,1,0.611520488961939,0.03533036243955637,94.29216078102363,184.45738805671638
2026-03-17T13:22:08.396760,exposureTime_scan,0.5,800,600,0.1,0.611636818001424,0.035218300707781355,94.25313056318593,240.36120190111276
2026-03-17T13:30:35.916477,exposureTime_scan,0.5,800,600,0.2,0.6114575257874157,0.03507644478873977,94.30825160943405,250.25196836115572
2026-03-17T13:38:29.812292,exposureTime_scan,0.5,800,600,0.30000000000000004,0.6113870005236938,0.03513165882508352,94.2990075027347,260.22896215808237
2026-03-17T13:44:44.740738,exposureTime_scan,0.5,800,600,0.4,0.6116708654954991,0.03523052546479884,94.27169025509828,270.3611491093835
2026-03-17T13:51:29.708730,exposureTime_scan,0.5,800,600,0.5,0.6119582845020503,0.03508636846414976,94.20696357015038,280.52913385967616
2026-03-17T13:57:43.705323,exposureTime_scan,0.5,800,600,0.6,0.6117181097085904,0.03518481215350248,94.26147021099031,290.3938049140837
2026-03-17T14:03:59.019133,exposureTime_scan,0.5,800,600,0.7000000000000001,0.6115658017381748,0.03518733414125386,94.27963359718771,278.3092344380658
2026-03-17T14:10:15.053740,exposureTime_scan,0.5,800,600,0.8,0.6114450012573427,0.03506423656242127,94.32780974036159,262.2746924549081
2026-03-17T14:17:04.938135,exposureTime_scan,0.5,800,600,0.9,0.6116489892264544,0.03546975253710583,94.286727187534,239.68155647063352
2026-03-17T14:24:21.370485,exposureTime_scan,0.5,800,600,1.0,0.6115885187107902,0.03534752930708696,94.31687151756654,213.66603802462194
2026-03-17T14:24:21.371134,baseline,0.5,800,600,0.6,0.6117181097085904,0.03518481215350248,94.26147021099031,290.3938049140837
